Date,ROI,ROE,ROA,Debt_to_Equity,Current_Ratio
2022-01-01,19.58151067639528,13.76119745847303,17.84940673549088,2.45902375653316,2.175226962895936
2022-01-02,10.76196237110989,8.76936213506427,3.195073341576041,2.706553800421676,2.261467648149982
2022-01-03,26.88538380243632,18.08828935232813,14.59359330380271,2.529471226693969,2.814566241002407
2022-01-04,7.991189878643992,31.48188002826465,11.61800011770881,3.391822827199735,1.45096550907212
2022-01-05,18.884757717042,20.12114488444857,9.105839993421029,1.388930029937139,2.410998518593385
2022-01-06,23.19388678975373,36.20897654116146,13.62494551840267,2.926086141958029,1.057025402054518
2022-01-07,24.70118397173529,23.01562377915293,15.83119040923226,0.177850868357658,2.584089236330234
2022-01-08,26.49297306181433,37.66789700778271,15.26402647669094,2.243015125384034,0.8849862240175904
2022-01-09,25.43323571448003,21.04968031555902,2.610521135593782,2.759633539186796,2.47620639349775
2022-01-10,31.87700765871731,12.46074139150605,6.918149861229718,3.201896993362809,1.745892082907622
2022-01-11,28.44078828890536,38.27709555919022,14.56053682239765,2.987532853141638,1.266182266856342
2022-01-12,10.04491026787392,37.84191096580955,13.67787900077842,1.163377546953085,2.527316169870386
2022-01-13,6.526686530357612,36.65845579600928,8.084382338081516,2.571142682720499,2.025614462145758
2022-01-14,34.52610244848726,29.21106500150589,12.11071100377721,3.205713929579888,0.8561567530238732
2022-01-15,13.13972645304568,39.62676781572592,5.881408088034366,2.714603875569595,1.814214284136871
2022-01-16,7.003329003494867,38.91879263830818,8.653207828506705,2.279032106880827,1.168021952985965
2022-01-17,25.50745087141558,16.45701846822825,4.3090294562806,3.264817289695497,2.218646673281095
2022-01-18,24.22954129642303,32.02255312419211,6.233804229679247,3.137684922338685,2.291383746693076
2022-01-19,25.67987304045321,10.17283176615055,5.50797786732131,2.73132545611506,0.9757027732405024
2022-01-20,15.07589168960386,28.12000934170888,15.38399835404818,2.70465790227356,1.147314107039273
2022-01-21,10.9467266583577,28.73797126667829,13.58409643681736,2.035727424798695,1.378010770644185
2022-01-22,13.75068204202561,30.07763244435133,17.34056073792001,2.248822630243921,1.847380481079747
2022-01-23,32.24742953611327,12.93826524887297,13.13482718659839,0.4090364299308253,1.959629127602251
2022-01-24,13.13993317539559,31.37582831669007,19.16031278973449,1.494220470088288,2.636651364870269
2022-01-25,16.22690631389434,33.31596423885539,19.76779729838093,1.031588597791663,1.26916152328738
2022-01-26,22.99699753683391,19.20751614489673,6.983273199159745,2.417586530590852,2.653279026450067
2022-01-27,17.39749717568095,24.01931501035878,9.012359915385932,2.32580920121336,1.171910010115111
2022-01-28,19.59906982439245,37.25267872911881,13.49723885728032,3.442156872246898,2.443543186976078
2022-01-29,18.96664758551624,38.70587319969418,16.1213469234844,0.7262194748665894,2.859670654730573
2022-01-30,32.90347972316035,33.50376227772908,14.92843555932936,2.632121444021814,1.382678633039538
2022-01-31,34.59002271103178,30.5597431975376,15.55376131567625,0.6727072817503488,2.625516249194649
2022-02-01,26.73894274028659,9.370168449999529,19.51181730777915,1.870384717728306,2.357473751106919
2022-02-02,19.93934436599206,22.06748847795636,10.22410641156222,0.8857026523252958,2.71449575421477
2022-02-03,22.66040576972546,20.50010972868758,13.95457067394076,2.640618692915978,1.157594846839507
2022-02-04,30.67908038135402,18.52989755311135,2.757289511794555,2.398772568046535,2.075572191479934
2022-02-05,5.202879904599217,19.06187697551121,16.00765253993698,1.02898621493108,1.145445459279105
2022-02-06,23.19102457330354,37.77625640402115,5.158453673189085,0.3649019925504666,2.765554909532274
2022-02-07,24.21352835950961,39.05144943654511,9.000176333810588,1.788826009955396,1.247775173671035
2022-02-08,12.06665985360139,9.79729676284532,4.206329246990299,2.44293306148688,1.221226866632277
2022-02-09,7.947940511363559,28.65823734002397,11.5188972376034,0.7831362866472015,0.8693470150310527
2022-02-10,6.979194514590603,29.8193246394732,14.07722445078295,1.106073072869429,2.120222735775285
2022-02-11,14.96754863212036,35.54289292960882,11.35249680631318,1.147214113790483,2.815011050021891
2022-02-12,28.10385691072739,9.019320270963757,4.506445462944074,2.945335854834153,2.284151531253912
2022-02-13,10.21985035805324,20.99624483345542,12.15302910134104,3.047014766455418,1.427229834356632
2022-02-14,22.27435797733958,38.01014175812807,2.766385079038694,2.798102953131028,2.662557994496609
2022-02-15,18.0735121275453,14.05014223663575,10.82687908259043,1.866407136634397,1.16310779129781
2022-02-16,34.42515932667116,31.26670695567695,19.75248410391261,3.170862251653493,1.726008089961505
2022-02-17,29.29235549160368,29.23763645361984,14.60426942538722,0.5726951814413376,1.713241127052137
2022-02-18,17.79031584220098,15.83299810602622,18.0613471965659,0.8944507189710248,2.651038666000745
2022-02-19,8.056969971993295,33.17695064472537,9.687217743292347,0.8664873619789596,1.059606980025008
2022-02-20,10.25256927549218,39.94788714246849,3.397562441304032,2.049597862661094,2.33857321769776
2022-02-21,21.7376008753066,35.86404627073984,17.26564382129251,0.8168050723516909,2.918844065153292
2022-02-22,25.18304626374398,25.7280099487234,15.11392005928606,0.5019599173126931,2.758727502569404
2022-02-23,12.82947442337645,18.03246418869339,11.06964833810389,1.550559536232592,2.041677678825577
2022-02-24,14.24619602834121,38.91687759148365,8.351418568626295,1.925755592942173,1.286930471176558
2022-02-25,7.728612587971165,39.84759775414065,11.36269279014345,1.150272990918643,2.560565158926232
2022-02-26,33.87834349405281,14.4692103284289,8.171436232884503,2.306904971831689,2.001719507200793
2022-02-27,20.03148191633802,14.78500922317385,3.418395238050749,1.400882342567502,2.322648294240608
2022-02-28,29.78508835034347,33.54897779104368,11.48362808841702,2.211323070227873,2.605300437469848
2022-03-01,32.03380491253971,15.86502310501341,18.19838980326629,1.911880840993602,1.387262929167439
2022-03-02,28.16632445940483,34.53925121318525,5.871229596618909,2.587203332291125,2.406865233734612
2022-03-03,16.33224172974799,28.02035587457494,8.485874732469988,1.434417398983608,1.245696266712316
2022-03-04,9.748404496208645,33.73138177447472,3.442905898772073,0.5150733390074227,0.9611537253499528
2022-03-05,9.02740648673485,12.13148791259536,7.639483278167506,3.290175283683933,2.006516454716932
2022-03-06,8.476964282558441,23.94279492623242,5.354728833046989,0.4080303532212202,0.855439085017992
2022-03-07,17.90746250501032,10.84577508778012,4.040288509158133,0.649928570757293,2.158193828070111
2022-03-08,21.00551789037855,25.95780788239073,10.60825179808953,2.102260431610975,1.469077671777528
2022-03-09,31.77631305856469,16.1712503600031,19.14143358736311,2.779681464106032,1.597314642269576
2022-03-10,30.15126129481015,35.98471130620395,18.29985520011787,0.2605793729992029,2.019425870748234
2022-03-11,27.89564888078862,27.36743171985727,10.70033148610955,2.347652373998181,2.615154371582763
2022-03-12,5.594308871450884,9.948876333533576,18.67698537281971,3.458108121648212,2.709576457651777
2022-03-13,28.8849956719158,10.32712784423179,14.72281779518261,1.22676841023306,1.221309359607001
2022-03-14,34.0125790015037,16.37763072555875,4.026133008439659,0.3932135078198691,1.62662954011849
2022-03-15,7.468707025635642,22.07833408535992,11.32039540969775,0.6778197284673806,2.564474823112709
2022-03-16,25.36982503735892,29.21719261865216,6.578726852525405,1.377034197426432,1.945437060192108
2022-03-17,31.50740693100708,26.86931662528757,3.559511122565214,2.961487417837763,2.415386232072657
2022-03-18,9.056416096766542,19.93455785275263,7.678653491289499,1.459702580198516,0.8942709512154696
2022-03-19,30.51310047437874,9.454089677349046,10.99672445276106,1.076972409171546,2.666136793282737
2022-03-20,10.44740232457844,35.99341339148732,19.13221752603232,2.446604310173891,2.176022898238885
